Date,case_nor_03d,case_nor_05d,case_05d,Location,Athens,Circleville,Jackson_Pike,Lancaster,Marietta,Marysville,Newark,Southerly,Zanesville,Average_RNA_Conc,Average_PMMoV,Average_crAssphage,Ave_N2,Flowrate_Sample,Rainfall_24hr,WQ_pH,TAVE,WQ_TSS,Weekday,Sewertype,Population,Medium_Income,Poverty,Cmlt_testing_site,Overall_SVI,Socioeconomic_SVI1,Household_SVI2,Minority_SVI3,Transportation _SVI4
11/3/20,49,45,11,Athens,1,0,0,0,0,0,0,0,0,5.9,4183800,34184000,13297,1669000,0,7.7,20,388,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/3/20,31,32,4,Circleville,0,1,0,0,0,0,0,0,0,9.8,1370400,129622000,13241,1490000,0,7.23,18.45,204,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/3/20,55,49,317,Jackson_Pike,0,0,1,0,0,0,0,0,0,2.55,5761373.349,176723755.1,39208,66800000,0,8.95,19,140,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/3/20,86,90,22,Lancaster,0,0,0,1,0,0,0,0,0,5.3,1162600,28389000,14560,4000000,0,7.4,18.55,814,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/3/20,39,42,6,Marietta,0,0,0,0,1,0,0,0,0,4.15,926440,22181400,7248,1771000,0,7.2,20,296,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/3/20,150,131,32,Marysville,0,0,0,0,0,1,0,0,0,4.85,2677600,168690000,17218,3400000,0,7.665,16.85,180,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/3/20,57,53,24,Newark,0,0,0,0,0,0,1,0,0,2.25,3169126.294,23978799.17,18408,6810000,0,7.37,16.5,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/3/20,53,51,333,Southerly,0,0,0,0,0,0,0,1,0,4.1,4371014.493,173981987.6,53037,92600000,0,6.85,17.88,156,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/3/20,37,43,20,Zanesville,0,0,0,0,0,0,0,0,1,3.2,335560,7135600,6457,3200000,0,7.6,,329,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/8/20,44,41,10,Athens,1,0,0,0,0,0,0,0,0,5.35,2108100,48194000,10718,1540000,0,7.7,20,384,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/8/20,19,24,3,Circleville,0,1,0,0,0,0,0,0,0,8.9,2498000,143076000,10837,1440000,0,7.72,18.4,204,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/8/20,46,52,337,Jackson_Pike,0,0,1,0,0,0,0,0,0,4.1,1227500,43276250,11800,62200000,0,7.15,20,161,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/8/20,118,133,32,Lancaster,0,0,0,1,0,0,0,0,0,4.95,1566120,43473400,24113,3400000,0,7.1,18.3,280,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/8/20,44,54,8,Marietta,0,0,0,0,1,0,0,0,0,5.4,2000600,156348000,25887,1671000,0,7.1,19.5,212,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/8/20,81,113,28,Marysville,0,0,0,0,0,1,0,0,0,6.5,1659100,210042000,24842,3180000,0,8.145,18.25,170,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/8/20,76,73,33,Newark,0,0,0,0,0,0,1,0,0,6.8,1105200,21828000,10864,5810000,0,7.53,16.45,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/8/20,50,53,346,Southerly,0,0,0,0,0,0,0,1,0,7.1,2015100,120494300,30683,91900000,0,7,18.54,138,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/8/20,48,53,25,Zanesville,0,0,0,0,0,0,0,0,1,6.15,1472280,140833200,20097,3300000,0,7.4,,329,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/11/20,35,38,9,Athens,1,0,0,0,0,0,0,0,0,5.1,2630000,77100000,12467,2260000,0.2,7.7,20,724,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/11/20,43,36,5,Circleville,0,1,0,0,0,0,0,0,0,15.2,1249800,136440000,31342,1530000,0,7.58,18.6,156,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/11/20,70,69,448,Jackson_Pike,0,0,1,0,0,0,0,0,0,5.2,2252100,70197600,27700,107500000,0.405,7.15,20,227,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/11/20,150,123,30,Lancaster,0,0,0,1,0,0,0,0,0,4.1,1305700,13127000,17132,5600000,0.41,7.5,18.2,435,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/11/20,79,65,10,Marietta,0,0,0,0,1,0,0,0,0,4.95,2406100,119466000,10357,1758000,0,7.05,19.5,184,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/11/20,176,152,37,Marysville,0,0,0,0,0,1,0,0,0,5.3,784800,62436000,22800,4630000,0,7.69,18.25,170,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/11/20,96,104,47,Newark,0,0,0,0,0,0,1,0,0,8.75,1739200,60832000,43037,9640000,0.02,7.66,17,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/11/20,68,68,443,Southerly,0,0,0,0,0,0,0,1,0,3,1322600,79263600,27513,132700000,0.405,6.9,18.13,212,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/11/20,53,53,25,Zanesville,0,0,0,0,0,0,0,0,1,3.05,525000,4040000,4500,3800000,0,7.6,,329,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/15/20,33,32,8,Athens,1,0,0,0,0,0,0,0,0,3.8,1621100,42555000,3807,1561000,0,7.8,19.5,348,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/15/20,33,36,5,Circleville,0,1,0,0,0,0,0,0,0,5.25,1395400,115441000,11654,1480000,0,7.79,18.1,144,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/15/20,57,63,406,Jackson_Pike,0,0,1,0,0,0,0,0,0,5.7,2033000,100135318.2,26325,71900000,0.09,7.2,20,295,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/15/20,82,100,24,Lancaster,0,0,0,1,0,0,0,0,0,4,1102600,37309000,15563,4300000,0.28,7.325,17.45,396,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/15/20,83,88,13,Marietta,0,0,0,0,1,0,0,0,0,5.7,1034000,92574000,29850,2023000,0.3,7,19.5,304,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/15/20,118,113,28,Marysville,0,0,0,0,0,1,0,0,0,5.25,960280,115476000,16906,3490000,0.32,7.705,17.2,180,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/15/20,73,82,37,Newark,0,0,0,0,0,0,1,0,0,9.7,1230240,79516800,33080,6570000,0.12,8.1,15.35,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/15/20,59,63,413,Southerly,0,0,0,0,0,0,0,1,0,5.85,1688600,88106000,22710,101800000,0.09,6.95,17.75,192,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/15/20,67,73,35,Zanesville,0,0,0,0,0,0,0,0,1,6.75,1174800,67908000,29070,3560000,0.26,7.6,,52,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/17/20,39,33,8,Athens,1,0,0,0,0,0,0,0,0,9.25,2211000,69708000,8828,1599000,0,7.7,19,524,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/17/20,64,54,8,Circleville,0,1,0,0,0,0,0,0,0,6.2,918500,129007000,12139,1350000,0,7.71,17.95,164,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/17/20,76,70,450,Jackson_Pike,0,0,1,0,0,0,0,0,0,6.75,1319200,176251200,56967,62300000,0,7.1,20,180,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/17/20,158,142,35,Lancaster,0,0,0,1,0,0,0,0,0,10.35,1859400,56574000,22027,4000000,0,7.335,16.9,347,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/17/20,109,94,14,Marietta,0,0,0,0,1,0,0,0,0,7.4,857600,94096000,22250,1762000,0.02,7.05,18,228,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/17/20,132,119,29,Marysville,0,0,0,0,0,1,0,0,0,5.65,1764300,63604000,15098,3230000,0,7.715,16.2,230,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/17/20,83,79,35,Newark,0,0,0,0,0,0,1,0,0,13.5,1946700,60276000,36998,6160000,0,7.64,16.4,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/17/20,71,68,445,Southerly,0,0,0,0,0,0,0,1,0,9.1,1168722.222,170709555.6,51650,87300000,0,6.95,17.26,208,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/17/20,74,67,32,Zanesville,0,0,0,0,0,0,0,0,1,7.75,2820800,15651200,10250,4600000,0,7.6,,272,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/22/20,29,37,9,Athens,1,0,0,0,0,0,0,0,0,4.75,1412000,25360000,4400,2000000,0.7,7.6,17.5,672,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/22/20,74,73,10,Circleville,0,1,0,0,0,0,0,0,0,10.25,816400,66456000,15730,1470000,0.26,7.5,17.75,170,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/22/20,61,63,406,Jackson_Pike,0,0,1,0,0,0,0,0,0,6.7,1395444.444,110812777.8,54742,86400000,0.29,7.3,19,221,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/22/20,66,106,26,Lancaster,0,0,0,1,0,0,0,0,0,4.5,1258600,23002000,25627,4600000,0.31,7.125,17.45,433,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/22/20,59,76,12,Marietta,0,0,0,0,1,0,0,0,0,4.75,1367400,40921000,30647,2355000,0.5,7.15,19,504,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/22/20,91,107,26,Marysville,0,0,0,0,0,1,0,0,0,4.2,1494800,65544000,16587,7530000,0.51,7.74,15.95,230,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/22/20,73,86,39,Newark,0,0,0,0,0,0,1,0,0,13.8,894200,34028000,19988,7820000,0.36,7.39,14.45,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/22/20,72,74,488,Southerly,0,0,0,0,0,0,0,1,0,8.05,4644600,271796000,85200,108400000,0.29,6.95,17.18,206,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/22/20,72,70,33,Zanesville,0,0,0,0,0,0,0,0,1,7.45,1797000,79405000,11079,4300000,0.38,7.6,,272,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
11/29/20,16,26,6,Athens,1,0,0,0,0,0,0,0,0,5.55,2797000,48880000,11758,1394000,0.1,7.5,17.5,284,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
11/29/20,69,83,12,Circleville,0,1,0,0,0,0,0,0,0,6.1,975200,87738000,23816,1440000,0.51,7.47,17.3,172,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
11/29/20,63,68,440,Jackson_Pike,0,0,1,0,0,0,0,0,0,6.4,4553100,269526000,98875,68200000,0.05,7.5,18,188,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
11/29/20,99,119,29,Lancaster,0,0,0,1,0,0,0,0,0,7.15,1381200,63656000,45600,3900000,0,7.22,16.9,186,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
11/29/20,65,92,14,Marietta,0,0,0,0,1,0,0,0,0,7.9,2233200,88518000,64075,1681000,0,7.3,15.5,164,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
11/29/20,114,125,31,Marysville,0,0,0,0,0,1,0,0,0,6.6,1526400,156957000,45563,3320000,0,7.74,14.6,230,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
11/29/20,80,88,40,Newark,0,0,0,0,0,0,1,0,0,9.2,894000,71280000,42500,6110000,0.42,7.4,14.55,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
11/29/20,71,79,520,Southerly,0,0,0,0,0,0,0,1,0,6.15,2691828.571,214580000,67583,109600000,0.29,7,12.1,168,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
11/29/20,110,100,48,Zanesville,0,0,0,0,0,0,0,0,1,5.3,680800,33768000,14533,6700000,0.66,7.5,,136,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/1/20,46,38,9,Athens,1,0,0,0,0,0,0,0,0,7,1372600,25982000,13898,2415000,0,7.6,16,248,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/1/20,100,80,11,Circleville,0,1,0,0,0,0,0,0,0,6.1,857940,53136000,46602,2030000,0.001,7.64,16.75,104,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/1/20,80,73,468,Jackson_Pike,0,0,1,0,0,0,0,0,0,8.7,1073466.667,54956888.89,63640,106700000,0.46,7.35,17,152,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/1/20,150,129,31,Lancaster,0,0,0,1,0,0,0,0,0,6.4,799500,35076000,20275,7500000,0.17,7.275,16.2,209,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/1/20,105,80,12,Marietta,0,0,0,0,1,0,0,0,0,4.75,1450000,16020000,16150,3363000,0.25,7.4,18,96,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/1/20,143,127,31,Marysville,0,0,0,0,0,1,0,0,0,4.35,747600,69100000,38208,6460000,0.27,7.865,15.3,110,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/1/20,118,102,46,Newark,0,0,0,0,0,0,1,0,0,10,521640,34306200,25380,8600000,0,7.55,14,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/1/20,94,86,561,Southerly,0,0,0,0,0,0,0,1,0,7.9,2835000,67770000,79400,144800000,0.29,7,16.4,136,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/1/20,119,107,51,Zanesville,0,0,0,0,0,0,0,0,1,4.2,511080,8954600,17527,6700000,0.66,7.5,,136,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/6/20,27,26,6,Athens,1,0,0,0,0,0,0,0,0,5.4,1745180,48599600,19222,2415000,0,7.6,16,248,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/6/20,48,66,9,Circleville,0,1,0,0,0,0,0,0,0,8.25,664800,44409000,32250,1520000,0,7.64,16.45,152,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/6/20,57,63,404,Jackson_Pike,0,0,1,0,0,0,0,0,0,9.65,5547200,97365200,59357,74800000,0,7.2,18,161,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/6/20,88,107,26,Lancaster,0,0,0,1,0,0,0,0,0,6.8,955800,32184000,33300,4600000,0,7.305,16.5,162,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/6/20,55,63,10,Marietta,0,0,0,0,1,0,0,0,0,3.85,2227700,28116000,42350,1892000,0,7.05,17,284,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/6/20,97,90,22,Marysville,0,0,0,0,0,1,0,0,0,5.5,689000,90137000,32417,3920000,0,8.11,16.25,140,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/6/20,87,89,40,Newark,0,0,0,0,0,0,1,0,0,9.05,890400,27738000,15328,6330000,0,7.45,13.6,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/6/20,67,74,485,Southerly,0,0,0,0,0,0,0,1,0,11.65,3423250,88579500,59508,102900000,0,6.9,16.77,30,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/6/20,76,86,41,Zanesville,0,0,0,0,0,0,0,0,1,17.75,670000,60998000,37983,3900000,0,7.3,,173,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/8/20,37,31,8,Athens,1,0,0,0,0,0,0,0,0,5.05,2707600,23764000,9540,1557000,0,7.6,18,332,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/8/20,88,72,10,Circleville,0,1,0,0,0,0,0,0,0,6.7,929240,87322400,60983,1440000,0,7.74,16.45,164,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/8/20,70,63,407,Jackson_Pike,0,0,1,0,0,0,0,0,0,8.1,3377142.857,87907142.86,101667,71500000,0,7.1,18,160,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/8/20,136,124,30,Lancaster,0,0,0,1,0,0,0,0,0,7.5,729000,39110000,44917,4300000,0,7.31,16.55,387,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/8/20,94,73,11,Marietta,0,0,0,0,1,0,0,0,0,7.85,532800,71176000,41267,1942000,0,6.95,17,348,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/8/20,92,85,21,Marysville,0,0,0,0,0,1,0,0,0,5.85,1244000,159824000,27467,3620000,0,7.69,16,140,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/8/20,114,88,40,Newark,0,0,0,0,0,0,1,0,0,10.25,1459200,46080000,39467,6750000,0,7.6,14.3,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/8/20,82,75,489,Southerly,0,0,0,0,0,0,0,1,0,7.25,2071150,58273000,67150,97100000,0,6.95,16.65,164,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/8/20,109,90,43,Zanesville,0,0,0,0,0,0,0,0,1,9.05,1920200,49756000,33088,3100000,0,7.7,,202,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/13/20,20,22,5,Athens,1,0,0,0,0,0,0,0,0,7.6,2679600,17114000,12650,1500000,0.1,7.7,16.5,360,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/13/20,81,77,11,Circleville,0,1,0,0,0,0,0,0,0,11.7,1923300,66416000,44575,1460000,0,7.67,16.25,152,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/13/20,56,57,368,Jackson_Pike,0,0,1,0,0,0,0,0,0,10.2,2108400,74940000,73000,46700000,0.11,7.75,17,161,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/13/20,99,100,24,Lancaster,0,0,0,1,0,0,0,0,0,9.75,2036000,43736000,87667,3800000,0,7.255,17.6,249,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/13/20,74,64,10,Marietta,0,0,0,0,1,0,0,0,0,9,3700120,215095600,36271,1690000,0,7,16.5,212,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/13/20,78,74,18,Marysville,0,0,0,0,0,1,0,0,0,5.8,2012800,123644000,32667,3170000,0,8.16,15.7,180,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/13/20,60,69,31,Newark,0,0,0,0,0,0,1,0,0,5.75,1364000,34790000,16358,6060000,0,7.6,13.7,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/13/20,65,65,428,Southerly,0,0,0,0,0,0,0,1,0,7.85,1231800,76426000,38533,94600000,0,6.95,16.7,192,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/13/20,75,89,42,Zanesville,0,0,0,0,0,0,0,0,1,15.2,2107460,109451800,35728,3400000,0,7.5,,164,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/15/20,15,15,4,Athens,1,0,0,0,0,0,0,0,0,4.1,2476000,16160000,6133,1405000,0,7.6,16.5,516,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/15/20,74,79,11,Circleville,0,1,0,0,0,0,0,0,0,7.6,1568400,189220000,42433,1380000,0,7.73,16.2,172,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/15/20,65,58,377,Jackson_Pike,0,0,1,0,0,0,0,0,0,9.95,3190000,287900000,45917,65100000,0,7.1,17,202,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/15/20,129,111,27,Lancaster,0,0,0,1,0,0,0,0,0,5,1084700,46559000,16252,4100000,0,7.165,16.45,256,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/15/20,68,71,11,Marietta,0,0,0,0,1,0,0,0,0,5,290000,19894000,8168,1782000,0,7.05,16,100,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/15/20,93,83,21,Marysville,0,0,0,0,0,1,0,0,0,6.7,2768000,145600000,26333,3420000,0,7.895,14.95,220,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/15/20,80,72,33,Newark,0,0,0,0,0,0,1,0,0,9.1,3427000,54160000,20525,6300000,0,7.6,14,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/15/20,70,65,425,Southerly,0,0,0,0,0,0,0,1,0,7.05,3210750,223657500,64675,88500000,0,7,16.29,184,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/15/20,80,72,34,Zanesville,0,0,0,0,0,0,0,0,1,8.3,2133600,43026000,28867,3471000,0.01,7.5,,194,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/20/20,12,15,4,Athens,1,0,0,0,0,0,0,0,0,5.25,3265600,10512000,4481,2702000,0.1,7.6,14.5,316,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/20/20,67,70,10,Circleville,0,1,0,0,0,0,0,0,0,8.1,2041200,72144000,13905,1580000,0.001,7.58,15.55,152,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/20/20,52,56,362,Jackson_Pike,0,0,1,0,0,0,0,0,0,8.95,1255400,65916000,59900,84800000,0.145,7.15,17,201,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/20/20,104,105,25,Lancaster,0,0,0,1,0,0,0,0,0,5.85,1060000,24900000,15708,5500000,0.16,7.195,18.35,260,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/20/20,61,56,9,Marietta,0,0,0,0,1,0,0,0,0,6.8,651200,15856000,19682,3505000,0.37,7.1,15,292,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/20/20,74,78,19,Marysville,0,0,0,0,0,1,0,0,0,4.7,1821200,78300000,24285,3900000,0,8.515,15.25,170,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/20/20,39,46,21,Newark,0,0,0,0,0,0,1,0,0,10.3,1246600,31510000,19838,7210000,0,7.26,11.6,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/20/20,58,62,405,Southerly,0,0,0,0,0,0,0,1,0,8.75,1054300,52300000,43400,103900000,0,6.95,15.6,172,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
12/20/20,79,91,43,Zanesville,0,0,0,0,0,0,0,0,1,7.35,1068800,18456000,7730,4300000,0.39,7.4,,170,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
12/27/20,41,33,8,Athens,1,0,0,0,0,0,0,0,0,5.55,1586700,34704000,19950,1826000,0,7.6,13.5,184,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
12/27/20,96,86,12,Circleville,0,1,0,0,0,0,0,0,0,7.6,1562500,185730000,90000,1560000,0,7.73,15.25,140,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
12/27/20,58,52,338,Jackson_Pike,0,0,1,0,0,0,0,0,0,7.8,2398500,112974800,42042,73800000,0,7.3,16,202,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
12/27/20,75,100,24,Lancaster,0,0,0,1,0,0,0,0,0,5.9,760000,21345000,28958,5000000,0,7.14,15.3,213,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
12/27/20,63,72,11,Marietta,0,0,0,0,1,0,0,0,0,14,324200,43516000,16476,2293000,0,7.3,14.5,144,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
12/27/20,100,97,24,Marysville,0,0,0,0,0,1,0,0,0,6.75,1419800,202412000,36375,3050000,0,7.885,14.15,140,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
12/27/20,59,51,23,Newark,0,0,0,0,0,0,1,0,0,10.9,1337800,90402000,30183,6210000,0,7.2,11.65,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
12/27/20,65,61,402,Southerly,0,0,0,0,0,0,0,1,0,7.6,1856810,56607900,34058,104900000,0,7.05,15.1,186,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
