Date,case_nor_03d,case_nor_05d,case_05d,Location,Athens,Circleville,Jackson_Pike,Lancaster,Marietta,Marysville,Newark,Southerly,Zanesville,Average_RNA_Conc,Average_PMMoV,Average_crAssphage,Ave_N2,Flowrate_Sample,Rainfall_24hr,WQ_pH,TAVE,WQ_TSS,Weekday,Sewertype,Population,Medium_Income,Poverty,Cmlt_testing_site,Overall_SVI,Socioeconomic_SVI1,Household_SVI2,Minority_SVI3,Transportation _SVI4
12/27/20,84,77,37,Zanesville,0,0,0,0,0,0,0,0,1,7.2,956000,36218000,15502,7400000,0,7.5,,214,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/3/21,37,36,9,Athens,1,0,0,0,0,0,0,0,0,5.6,1142120,18317400,7076,2225000,0,7.5,13,204,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/3/21,98,72,10,Circleville,0,1,0,0,0,0,0,0,0,6.7,1606680,108788000,44847,2250000,0,7.71,14.3,76,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/3/21,63,57,365,Jackson_Pike,0,0,1,0,0,0,0,0,0,7.95,1710450,495950,94325,134700000,0.08,7.3,14,154,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/3/21,85,109,26,Lancaster,0,0,0,1,0,0,0,0,0,4.85,784540,56518800,15100,7500000,0.05,7.105,14.3,87,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/3/21,81,69,11,Marietta,0,0,0,0,1,0,0,0,0,6.65,1034160,14277600,12650,3060000,0.03,6.95,14,116,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/3/21,100,97,24,Marysville,0,0,0,0,0,1,0,0,0,6.75,1419800,202412000,36375,3050000,0,7.885,14.15,140,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/3/21,87,75,34,Newark,0,0,0,0,0,0,1,0,0,11.3,1182600,51956000,38767,9330000,0.02,7.27,11.2,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/3/21,69,65,427,Southerly,0,0,0,0,0,0,0,1,0,9,2107170,335760,71335,198000000,0.08,7.35,14.38,56,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/3/21,84,75,36,Zanesville,0,0,0,0,0,0,0,0,1,9.9,1094580,41913000,32115,5800000,0,7.6,,76,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/5/21,46,42,10,Athens,1,0,0,0,0,0,0,0,0,4.95,2397500,16450000,10158,1854000,0,7.7,13.5,284,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/5/21,112,92,13,Circleville,0,1,0,0,0,0,0,0,0,7.85,1838640,93066000,66940,1870000,0,7.86,14.6,132,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/5/21,71,64,413,Jackson_Pike,0,0,1,0,0,0,0,0,0,8.95,2240000,401990,79167,93600000,0,7.35,15,163,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/5/21,129,124,30,Lancaster,0,0,0,1,0,0,0,0,0,7.75,910200,14984800,17481,6300000,0,7.28,14.35,148,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/5/21,76,73,11,Marietta,0,0,0,0,1,0,0,0,0,8.9,439920,19324600,7918,2734000,0.05,7.05,14,228,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/5/21,123,106,26,Marysville,0,0,0,0,0,1,0,0,0,4.55,2202200,56419000,53967,4230000,0.02,8.27,13.9,150,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/5/21,92,84,38,Newark,0,0,0,0,0,0,1,0,0,8.2,1021600,18964000,17312,8420000,0,8.12,12.05,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/5/21,76,67,442,Southerly,0,0,0,0,0,0,0,1,0,7.6,1503900,316800,61575,130900000,0,7.35,14.37,138,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/5/21,85,80,38,Zanesville,0,0,0,0,0,0,0,0,1,14.35,816560,29958600,24029,5300000,0.01,7.4,,91,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/10/21,54,48,12,Athens,1,0,0,0,0,0,0,0,0,5.6,2658800,25936000,15133,1539000,0,7.5,13.5,372,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/10/21,76,79,11,Circleville,0,1,0,0,0,0,0,0,0,9.05,2468000,72896400,55217,1580000,0,7.64,14.45,128,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/10/21,48,50,325,Jackson_Pike,0,0,1,0,0,0,0,0,0,8.55,1943300,46167000,64817,72600000,0,7.15,16,200,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/10/21,92,105,26,Lancaster,0,0,0,1,0,0,0,0,0,6.45,1416300,34697000,36383,4910000,0,7.365,14.9,203,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/10/21,44,55,8,Marietta,0,0,0,0,1,0,0,0,0,11.8,1636800,117168000,72333,1910000,0,7,14,376,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/10/21,69,64,16,Marysville,0,0,0,0,0,1,0,0,0,5.4,1760000,69194000,37233,3270000,0,8.64,14.1,140,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/10/21,71,63,28,Newark,0,0,0,0,0,0,1,0,0,14.9,2004400,50750000,26342,6880000,0,7.53,11.5,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/10/21,55,56,369,Southerly,0,0,0,0,0,0,0,1,0,7,2739500,46152000,96108,105000000,0,7.15,14.81,184,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/10/21,59,65,31,Zanesville,0,0,0,0,0,0,0,0,1,18.45,1400800,79592000,105800,3800000,0,7.5,,190,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/12/21,61,53,13,Athens,1,0,0,0,0,0,0,0,0,3.5,2184300,17820000,5495,1618000,0,7.7,13.5,424,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/12/21,84,89,12,Circleville,0,1,0,0,0,0,0,0,0,6.75,3910800,100216000,18157,1580000,0,7.72,14.45,148,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/12/21,53,51,331,Jackson_Pike,0,0,1,0,0,0,0,0,0,10.85,709500,289410000,39050,35000000,0,7.15,18,180,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/12/21,107,108,26,Lancaster,0,0,0,1,0,0,0,0,0,4.7,1428000,17640000,16450,4700000,0,7.2,14.15,327,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/12/21,72,68,10,Marietta,0,0,0,0,1,0,0,0,0,7.7,2252000,156340000,29700,2006000,0,6.95,14,256,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/12/21,73,66,16,Marysville,0,0,0,0,0,1,0,0,0,5,3818600,96038000,42683,3230000,0,7.66,14.15,210,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/12/21,70,72,33,Newark,0,0,0,0,0,0,1,0,0,9.35,1788300,57225000,14708,7020000,0,7.6,11.95,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/12/21,57,56,369,Southerly,0,0,0,0,0,0,0,1,0,4.9,1218100,55133500,17351,132000000,0,7.1,14.09,260,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/12/21,59,65,31,Zanesville,0,0,0,0,0,0,0,0,1,18.45,1400800,79592000,105800,3800000,0,7.5,,190,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/19/21,71,69,17,Athens,1,0,0,0,0,0,0,0,0,1.85,715200,14120000,5025,1914000,0,7.6,14,364,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/19/21,93,79,11,Circleville,0,1,0,0,0,0,0,0,0,5.45,1771300,117158000,23201,1600000,0,7.72,14.15,152,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/19/21,48,43,276,Jackson_Pike,0,0,1,0,0,0,0,0,0,9.05,547300,121199000,37318,48700000,0.01,7,15,170,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/19/21,117,119,29,Lancaster,0,0,0,1,0,0,0,0,0,4.8,732400,23104000,13560,4600000,0,7.16,14.5,256,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/19/21,39,46,7,Marietta,0,0,0,0,1,0,0,0,0,3.7,502200,3477600,3645,2138000,0,7.25,14,224,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/19/21,73,66,16,Marysville,0,0,0,0,0,1,0,0,0,3,3353400,33200000,6600,3680000,0.01,8.38,14.55,220,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/19/21,51,43,19,Newark,0,0,0,0,0,0,1,0,0,6,1230600,13139000,6769,6740000,0,7.69,11.7,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/19/21,56,49,318,Southerly,0,0,0,0,0,0,0,1,0,6.9,447050,56885000,28785,126500000,0,7.2,14.39,124,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/19/21,54,51,24,Zanesville,0,0,0,0,0,0,0,0,1,8.6,671800,29886000,6323,4600000,0.05,7.7,,60,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/24/21,71,67,16,Athens,1,0,0,0,0,0,0,0,0,4.5,1431040,10502400,10041,1699000,0.1,7.7,14.5,572,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/24/21,45,62,9,Circleville,0,1,0,0,0,0,0,0,0,7.8,1056000,35600000,10333,1570000,0,7.7,13.6,172,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/24/21,29,32,204,Jackson_Pike,0,0,1,0,0,0,0,0,0,5.5,305000,60850000,17750,79600000,0.01,7.1,15,231,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/24/21,70,71,17,Lancaster,0,0,0,1,0,0,0,0,0,3.85,216000,4588000,2433,4300000,0.01,6.99,13.5,311,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/24/21,33,29,4,Marietta,0,0,0,0,1,0,0,0,0,10.6,1042800,73366000,10162,1774000,0.05,7.35,14,576,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/24/21,51,58,14,Marysville,0,0,0,0,0,1,0,0,0,2.95,453900,37026000,10498,2910000,0.01,8.28,13.25,220,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/24/21,44,42,19,Newark,0,0,0,0,0,0,1,0,0,5.3,204800,12792000,8967,5880000,0.03,7.31,10.9,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/24/21,27,32,212,Southerly,0,0,0,0,0,0,0,1,0,5.5,315200,40220000,12487,79300000,0,7.4,14.7,148,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/24/21,51,46,22,Zanesville,0,0,0,0,0,0,0,0,1,11.5,515400,29498000,14750,3200000,0.03,7.4,,160,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/26/21,88,70,17,Athens,1,0,0,0,0,0,0,0,0,3.55,1107400,16366000,6697,3311000,0,7.5,13.5,356,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/26/21,57,53,7,Circleville,0,1,0,0,0,0,0,0,0,7.6,1062800,50420000,20215,1690000,0.01,7.66,13.85,168,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/26/21,35,31,199,Jackson_Pike,0,0,1,0,0,0,0,0,0,7.45,651900,88463000,17713,99400000,0.055,7.15,14,192,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/26/21,73,81,20,Lancaster,0,0,0,1,0,0,0,0,0,5.15,1752400,11195600,12220,4600000,0.01,7.175,14.15,299,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/26/21,39,31,5,Marietta,0,0,0,0,1,0,0,0,0,8.05,686400,26760000,18800,2301000,0.1,7.35,14,436,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/26/21,57,56,14,Marysville,0,0,0,0,0,1,0,0,0,4.3,2472000,68064000,8240,4300000,0.01,8.185,13.55,210,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/26/21,47,44,20,Newark,0,0,0,0,0,0,1,0,0,7.85,788800,33484000,13655,6970000,0.03,7.63,11.2,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/26/21,38,33,213,Southerly,0,0,0,0,0,0,0,1,0,7.6,1071000,142051000,45220,82000000,0,7.2,14.58,148,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/26/21,46,53,25,Zanesville,0,0,0,0,0,0,0,0,1,10.1,641100,30930000,18133,3200000,0.05,7.5,,192,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
1/31/21,83,78,19,Athens,1,0,0,0,0,0,0,0,0,3.75,975300,24868200,5763,3961000,0.9,7.6,14,516,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
1/31/21,31,33,5,Circleville,0,1,0,0,0,0,0,0,0,4.35,647900,58093000,11493,2280000,0.57,7.64,13.1,172,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
1/31/21,19,21,137,Jackson_Pike,0,0,1,0,0,0,0,0,0,7.45,805200,69636000,16270,88200000,0.325,7.15,14,220,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
1/31/21,49,58,14,Lancaster,0,0,0,1,0,0,0,0,0,4.45,402200,11759200,4895,7100000,0.68,7.165,12.35,301,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
1/31/21,26,31,5,Marietta,0,0,0,0,1,0,0,0,0,4.9,1528800,20376400,6930,5813000,1.32,7.1,9,196,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
1/31/21,24,28,7,Marysville,0,0,0,0,0,1,0,0,0,5.15,546500,43136000,16173,3010000,0.31,8.555,14.2,210,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
1/31/21,33,32,15,Newark,0,0,0,0,0,0,1,0,0,6.25,692000,17788000,5413,7070000,0.33,7.45,10.45,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
1/31/21,26,29,188,Southerly,0,0,0,0,0,0,0,1,0,4.55,729000,41796000,11025,105700000,0.325,7.3,13.97,186,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
1/31/21,40,40,19,Zanesville,0,0,0,0,0,0,0,0,1,6.15,1432540,68184800,16937,5700000,0.78,7.3,,170,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/2/21,87,82,20,Athens,1,0,0,0,0,0,0,0,0,3.45,992420,6896000,6972,2937000,0,7.7,11.5,276,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/2/21,43,36,5,Circleville,0,1,0,0,0,0,0,0,0,7.1,1216200,60544000,11274,1910000,0,7.83,13.2,120,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/2/21,26,24,152,Jackson_Pike,0,0,1,0,0,0,0,0,0,7.75,1506060,70212000,22470,83800000,0.08,7.2,14,222,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/2/21,49,53,13,Lancaster,0,0,0,1,0,0,0,0,0,3.5,420440,7687160,4609,5800000,0.07,6.985,13.5,186,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/2/21,26,31,5,Marietta,0,0,0,0,1,0,0,0,0,4.9,1528800,20376400,6930,5813000,1.32,7.1,9,196,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/2/21,27,32,8,Marysville,0,0,0,0,0,1,0,0,0,4.05,1692960,86196200,6358,3400000,0,8.1,13.25,210,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/2/21,34,32,15,Newark,0,0,0,0,0,0,1,0,0,7.15,620580,32504600,12377,6610000,0.12,7.5,10.95,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
2/2/21,30,27,179,Southerly,0,0,0,0,0,0,0,1,0,3.85,1476780,23272800,28011,109200000,0.08,7.3,13.82,166,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
2/2/21,49,44,21,Zanesville,0,0,0,0,0,0,0,0,1,10.7,567400,32053000,17452,4360000,0.03,7.6,,204,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/7/21,76,77,19,Athens,1,0,0,0,0,0,0,0,0,5.8,1497880,57579600,30387,2064000,0,7.6,12.5,260,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/7/21,14,17,2,Circleville,0,1,0,0,0,0,0,0,0,5.7,686400,37800000,1960,1770000,0,7.68,12.35,124,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/7/21,18,19,124,Jackson_Pike,0,0,1,0,0,0,0,0,0,6.6,208700,73822000,4740,80300000,0,7.25,14,190,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/7/21,22,35,8,Lancaster,0,0,0,1,0,0,0,0,0,6.3,441420,26131400,3310,5300000,0,7.06,13.65,151,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/7/21,33,37,6,Marietta,0,0,0,0,1,0,0,0,0,12.9,2242800,34923000,1593,2195000,0,7.25,12,564,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/7/21,19,23,6,Marysville,0,0,0,0,0,1,0,0,0,6.95,739200,91397600,4287,3220000,0,8.225,12.95,150,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/7/21,20,22,10,Newark,0,0,0,0,0,0,1,0,0,10.75,1047100,18515400,3278,5980000,0,7.42,10.25,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
2/7/21,22,24,155,Southerly,0,0,0,0,0,0,0,1,0,5.1,225300,64918000,5365,99300000,0,7.35,13.77,158,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
2/7/21,41,34,16,Zanesville,0,0,0,0,0,0,0,0,1,13.65,2319280,95039200,5938,3850000,0,7.5,,202,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/9/21,95,84,21,Athens,1,0,0,0,0,0,0,0,0,3.45,971960,31393600,3618,1973000,0,7.5,13.5,688,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/9/21,29,23,3,Circleville,0,1,0,0,0,0,0,0,0,5.9,1755000,51174000,4470,1720000,0,7.66,13.05,148,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/9/21,21,20,127,Jackson_Pike,0,0,1,0,0,0,0,0,0,11,276640,59587000,5304,86800000,0.105,7.15,14,163,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/9/21,34,37,9,Lancaster,0,0,0,1,0,0,0,0,0,4.45,699500,31320000,2329,4800000,0.35,7.05,13.6,151,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/9/21,33,26,4,Marietta,0,0,0,0,1,0,0,0,0,5.6,383500,10418100,547,2264000,0.21,7.2,13,356,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/9/21,27,27,7,Marysville,0,0,0,0,0,1,0,0,0,6.3,3643920,53229200,3008,3370000,0.01,7.855,12.55,180,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/9/21,23,23,10,Newark,0,0,0,0,0,0,1,0,0,8.5,569000,66075000,2904,6610000,0,7.66,10.6,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
2/9/21,24,21,140,Southerly,0,0,0,0,0,0,0,1,0,6.9,337680,61094000,5668,85300000,0,7.4,13.09,192,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
2/9/21,32,30,14,Zanesville,0,0,0,0,0,0,0,0,1,10.75,1355420,41736200,3538,3800000,0,7.5,,184,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/14/21,48,51,13,Athens,1,0,0,0,0,0,0,0,0,5.05,1088900,22395000,7561,1867000,0.1,7.2,11.5,284,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/14/21,12,13,2,Circleville,0,1,0,0,0,0,0,0,0,10,985200,64762000,7167,1720000,0.05,7.71,12.7,172,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/14/21,14,14,93,Jackson_Pike,0,0,1,0,0,0,0,0,0,13.9,763000,96754000,10024,70100000,0.01,7.15,16,201,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/14/21,34,37,9,Lancaster,0,0,0,1,0,0,0,0,0,4.45,699500,31320000,2329,4800000,0.35,7.05,13.6,151,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/14/21,33,26,4,Marietta,0,0,0,0,1,0,0,0,0,5.6,383500,10418100,547,2264000,0.21,7.2,13,356,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/14/21,27,27,7,Marysville,0,0,0,0,0,1,0,0,0,6.3,3643920,53229200,3008,3370000,0.01,7.855,12.55,180,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/14/21,23,23,10,Newark,0,0,0,0,0,0,1,0,0,8.5,569000,66075000,2904,6610000,0,7.66,10.6,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
2/14/21,24,21,140,Southerly,0,0,0,0,0,0,0,1,0,6.9,337680,61094000,5668,85300000,0,7.4,13.09,192,N,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
2/14/21,32,30,14,Zanesville,0,0,0,0,0,0,0,0,1,10.75,1355420,41736200,3538,3800000,0,7.5,,184,N,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/16/21,67,60,15,Athens,1,0,0,0,0,0,0,0,0,2.9,1762100,5820400,5963,1638000,0,7.7,12.5,284,Y,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/16/21,12,11,2,Circleville,0,1,0,0,0,0,0,0,0,3.7,1398600,30510000,7695,1630000,0,7.66,12.65,152,Y,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/16/21,18,17,109,Jackson_Pike,0,0,1,0,0,0,0,0,0,6.55,2120100,111906000,24547,78200000,0.275,6.95,14,180,Y,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/16/21,27,25,6,Lancaster,0,0,0,1,0,0,0,0,0,5.8,1836400,5221600,12587,4400000,0.13,7.225,13.35,236,Y,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/16/21,50,43,7,Marietta,0,0,0,0,1,0,0,0,0,2.55,566800,483600,4680,4654000,0.19,7.3,11,80,Y,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/16/21,24,27,7,Marysville,0,0,0,0,0,1,0,0,0,4.9,869400,29534000,8538,2840000,0,8.27,12.8,180,Y,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/16/21,21,24,11,Newark,0,0,0,0,0,0,1,0,0,9.45,510000,68792000,15090,6330000,0.5,7.7,10.4,148,Y,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
2/16/21,18,17,112,Southerly,0,0,0,0,0,0,0,1,0,8.7,812900,63490000,12137,84000000,0,7.3,13.11,178,Y,Combined ,654817,97258.1429,1.13,82,0.6437,0.3563,0.2759,1,0.8161
2/16/21,14,14,7,Zanesville,0,0,0,0,0,0,0,0,1,4.15,324000,18960000,8233,3600000,0.02,7.6,,124,Y,Combined ,47500,30345,30.1,10,0.8161,0.8046,0.8046,0.3448,0.8391
2/21/21,39,40,10,Athens,1,0,0,0,0,0,0,0,0,4.95,4749800,86636000,24753,1888000,0,7.7,12.5,304,N,Separate,24536,32360,47.3,11,0.9425,0.8966,0.046,0.6782,1
2/21/21,24,19,3,Circleville,0,1,0,0,0,0,0,0,0,3.95,2183800,51356000,10228,1660000,0,7.74,12.6,188,N,Separate,13965,42103,22.4,8,0.3448,0.4368,0.1839,0.4713,0.5287
2/21/21,13,13,87,Jackson_Pike,0,0,1,0,0,0,0,0,0,14.1,1051560,142442400,11921,76500000,0,6.95,14,180,N,Combined ,645940,97258.1429,1.13,80,0.6437,0.3563,0.2759,1,0.8161
2/21/21,18,24,6,Lancaster,0,0,0,1,0,0,0,0,0,3.15,1238400,21648000,6960,4600000,0,7.135,13.35,161,N,Combined ,24303,43720,18.5,19,0.3103,0.1034,0.3908,0.8506,0.3563
2/21/21,22,20,3,Marietta,0,0,0,0,1,0,0,0,0,3.35,254800,8041000,28692,2088000,0,7.25,12,212,N,Separate,15284,38729,26.6,7,0.4183,0.3103,0.7011,0.1494,0.6667
2/21/21,32,32,8,Marysville,0,0,0,0,0,1,0,0,0,1.6,641400,43936000,7815,2910000,0.01,8.545,12.9,170,N,Separate,24677,75116,8.2,4,0.069,0.0345,0.1034,0.4943,0.3103
2/21/21,16,16,7,Newark,0,0,0,0,0,0,1,0,0,1.35,1858200,42117300,19206,6170000,0.16,7.49,9.75,148,N,Combined ,45000,45039,18.3,11,0.2874,0.2414,0.3563,0.5287,0.2874
